44892.stateavg,LX_SCIP-XARD-2,LA_SCIP-CARD-2
7000.condition,Surgical InfectXon PrevenXion,Surgical Infection Prevention
20490.stateavg,FX_HF-X,FL_HF-3
40381.hospitaltype,AXute Care Xospitals,Acute Care Hospitals
49446.hospitaltype,Acute CXre HXspitals,Acute Care Hospitals
43699.condition,PXXumonia,Pneumonia
25526.hospitaltype,CXitical AccXss Hospitals,Critical Access Hospitals
1537.city,GXEEXSBORO,GREENSBORO
47548.address1,81 HXGHLAXD AVENUE,81 HIGHLAND AVENUE
9975.measurename,Heart Attack Patients GXven Aspirin at ArrivaX,Heart Attack Patients Given Aspirin at Arrival
27308.hospitaltype,Acute CXre HXspitals,Acute Care Hospitals
19362.address1,540 TXE RIALTX,540 THE RIALTO
13564.measurename,Heart Attack Patients Given AspirinXat ArXival,Heart Attack Patients Given Aspirin at Arrival
19114.hospitaltype,Xcute Care HospitaXs,Acute Care Hospitals
15379.condition,HeartXFaXlure,Heart Failure
42149.hospitaltype,CritiXal AccXss Hospitals,Critical Access Hospitals
17153.measurename,Heart Attack PatientX Given PCI Within 90 MinuXes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
131.condition,XneumoXia,Pneumonia
15567.city,DXNVXR,DENVER
25279.measurename,all hearX surgery patients whose blood sugar (blood glucoXe) is kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
28846.hospitaltype,Acute Care HosXitXls,Acute Care Hospitals
8098.measurename,surgery patienXs whose prXventive antibiotics were stopped at the right time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
48304.hospitaltype,AcXte Care Xospitals,Acute Care Hospitals
43807.condition,PneuXoXia,Pneumonia
6143.condition,HeXrX Attack,Heart Attack
25350.condition,SurgicaX Infection PreXention,Surgical Infection Prevention
18947.address1,7050 GXLL BLXD,7050 GALL BLVD
41786.condition,Surgical InfectXon PreventXon,Surgical Infection Prevention
6968.measurename,surgery patients who were given an antibiotic at the right time (within one hour beXore surgery) to help prevenX infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
19703.condition,Heart FXiluXe,Heart Failure
24062.address1,31X1 THOMASVILLEXHWY BOX 40,3131 THOMASVILLE HWY BOX 40
37144.hospitaltype,Acute Care XoXpitals,Acute Care Hospitals
19608.city,POMPANO XEXCH,POMPANO BEACH
49701.address1,800XS XASHINGTON AVENU,800 S WASHINGTON AVENU
12235.stateavg,CX_AMI-8X,CA_AMI-8A
39662.stateavg,KX_SCIP-IXF-3,KS_SCIP-INF-3
4910.measurename,Heart Attack Patients GiXen XCI Within 90 Minutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
15626.measurename,Heart Attack PatieXts Given Beta Blocker at DischargX,Heart Attack Patients Given Beta Blocker at Discharge
25794.address1,X02 XOUTH WAYNE STREET,302 SOUTH WAYNE STREET
34677.stateavg,IA_XN-XB,IA_PN-3B
46454.condition,Heart XtXack,Heart Attack
45024.hospitaltype,XriXical Access Hospitals,Critical Access Hospitals
19818.condition,Heart XttaXk,Heart Attack
4824.stateavg,XZ_SCIPXVTE-1,AZ_SCIP-VTE-1
25978.hospitaltype,Acute Care XospitalX,Acute Care Hospitals
15359.address1,1600 PRAIRIE CENTER PXXKWAY,1600 PRAIRIE CENTER PARKWAY
22634.stateavg,GA_AMIXXA,GA_AMI-8A
45946.measurename,HeartXAttack Patients Given SmoXing Cessation Advice/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
34778.hospitaltype,Acute XXre Hospitals,Acute Care Hospitals
37940.measurename,surgery patients who were Xiven an antibiotic at the right time (within onX hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
16766.measurename,surgery patients needing hair removed from the surgical area before surgery&#54; whX had hair rXmoved using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
10399.address1,5X5 SOUXH SEVENTH AVENUE,555 SOUTH SEVENTH AVENUE
38533.city,WINCHXSTEX,WINCHESTER
45380.condition,XneXmonia,Pneumonia
4284.hospitaltype,AcutX Care HXspitals,Acute Care Hospitals
41676.measurename,surgerX paXients who were given the  right kind  of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
17824.measurename,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in tXe days right after surgerX,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
24141.condition,XneumoniX,Pneumonia
25053.hospitaltype,AcutX Care HospitalX,Acute Care Hospitals
32784.address1,150 W WAXHINXTON ST,150 W WASHINGTON ST
18787.measurename,PnXumonia Patients Given tXe Most Appropriate Initial Antibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
12024.stateavg,XA_XMI-2,CA_AMI-2
33541.condition,Heart AttXXk,Heart Attack
29821.address1,80X W XENTRAL ROAD,800 W CENTRAL ROAD
35731.condition,Xeart AttXck,Heart Attack
7152.address1,14445 XLIVE VIEW DRIVX,14445 OLIVE VIEW DRIVE
37569.stateavg,XX_HF-1,KS_HF-1
18912.measurename,surgery patients who werX given the  rigXt kind  of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
5180.measurename,Children Who Received SystemicXCXrticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma
27948.address1,X45 SOUTH CENTRXL AVE,645 SOUTH CENTRAL AVE
10260.condition,HeaXt FaXlure,Heart Failure
216.address1,50 MEDICAL PARK EAST DXIVX,50 MEDICAL PARK EAST DRIVE
20064.address1,X51 REDSTXNE AVE SE,151 REDSTONE AVE SE
39419.stateavg,KX_XF-1,KS_HF-1
42409.condition,SurgicalXInfectXon Prevention,Surgical Infection Prevention
41340.address1,HIGHWAYX644 PO BOX 76X,HIGHWAY 644 PO BOX 769
6633.condition,PneuXoXia,Pneumonia
26407.hospitaltype,AcXte Care HospitalX,Acute Care Hospitals
12674.city,HAWXIIAN GARDEXS,HAWAIIAN GARDENS
33332.city,IXDIANXPOLIS,INDIANAPOLIS
4735.city,XANADX,GANADO
6778.hospitaltype,Acute Care XosXitals,Acute Care Hospitals
21364.stateavg,XL_SCIP-XNF-6,FL_SCIP-INF-6
39149.city,NEXDESXA,NEODESHA
35031.condition,Heart FailXXe,Heart Failure
7038.hospitaltype,Acute CaXX Hospitals,Acute Care Hospitals
3519.address1,1X401 WEST XHUNDERBIRD BOULEVARD,10401 WEST THUNDERBIRD BOULEVARD
36315.stateavg,XAXPN-4,IA_PN-4
33249.address1,80X5 N SHADELAND AVE STEX330,8075 N SHADELAND AVE STE 330
49862.address1,6X5 OAK STXEET,605 OAK STREET
1426.address1,3400XHIGHXAY 78 EAST,3400 HIGHWAY 78 EAST
30773.hospitaltype,Critical Access HospXtalX,Critical Access Hospitals
927.hospitaltype,Acute CaXe HospiXals,Acute Care Hospitals
37487.address1,21X E PAXK ST,218 E PACK ST
22655.city,WAYXROXS,WAYCROSS
11730.measurename,PneumonXa Patients Given Smoking Cessation AdviceXCounseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
23983.stateavg,GX_AMX-5,GA_AMI-5
22018.city,XIXMI,MIAMI
47239.address1,ONE GENXRAL SXREET,ONE GENERAL STREET
13834.stateavg,CA_SCIP-IXF-X,CA_SCIP-INF-3
11041.hospitaltype,AcutX CarX Hospitals,Acute Care Hospitals
1213.address1,3316 HXGXWAY 280,3316 HIGHWAY 280
10328.city,BXKERSFIEXD,BAKERSFIELD
47042.address1,5601 LOCX RAVEN XLVD,5601 LOCH RAVEN BLVD
40608.address1,81XBALL PARK RXAD,81 BALL PARK ROAD
20076.measurename,HeartXAttack Patients Given Fibrinolytic MedicaXion Within 30 Minutes Of Arrival,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
14130.condition,SurgicaX Infection PreventioX,Surgical Infection Prevention
34911.hospitaltype,AXute Care HospitXls,Acute Care Hospitals
7522.address1,700 LAWRENCE EXXRXSSWAY,700 LAWRENCE EXPRESSWAY
25556.stateavg,GA_XCIP-VTEX1,GA_SCIP-VTE-1
47410.city,BEDFXRX,BEDFORD
37157.stateavg,KS_SCIX-IXF-3,KS_SCIP-INF-3
19221.stateavg,FL_SCXX-INF-2,FL_SCIP-INF-2
47962.address1,88 XASXINGTON STREET,88 WASHINGTON STREET
38475.measurename,HXart Attack PatXents Given Aspirin at Arrival,Heart Attack Patients Given Aspirin at Arrival
41464.city,XEXIXGTON,LEXINGTON
21515.address1,1700 S 23RX STREEX,1700 S 23RD STREET
49508.address1,2X0 JEFFERSON AVXNUE SE,200 JEFFERSON AVENUE SE
42191.address1,433 PLXZX ST,433 PLAZA ST
27935.measurename,HearX AttacX Patients Given PCI Within 90 Minutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
25712.measurename,Heart Attack Patients Given Beta XlocXer at Discharge,Heart Attack Patients Given Beta Blocker at Discharge
31536.address1,1907 W SYCAXORE SX,1907 W SYCAMORE ST
8334.hospitaltype,AXute Care Xospitals,Acute Care Hospitals
35914.address1,640 SOUTHX19TX STREET,640 SOUTH 19TH STREET
12489.condition,Xeart FXilure,Heart Failure
14208.measurename,Pneumonia Patients Whose Initial Emergency RoXm Blood Culture Was Performed PrioX To The Administration Of The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
3793.address1,4212 NX16TX ST,4212 N 16TH ST
14936.address1,291XX HOSPITAL ROAD,29101 HOSPITAL ROAD
19748.hospitaltype,XcuteXCare Hospitals,Acute Care Hospitals
8539.hospitaltype,Acute CaXe HospiXals,Acute Care Hospitals
27612.address1,8X0 E CARPENXER ST,800 E CARPENTER ST
15169.stateavg,CA_PXX6,CA_PN-6
26553.condition,HearX AttacX,Heart Attack
3967.hospitaltype,AcuteXCare HospitalX,Acute Care Hospitals
33763.hospitaltype,CrXtical Access HospitalX,Critical Access Hospitals
3958.city,GXEXDALE,GLENDALE
31036.hospitaltype,Critical Access HospiXaXs,Critical Access Hospitals
45692.address1,420 FRANKLIN STRXXT,420 FRANKLIN STREET
35590.condition,PneXXonia,Pneumonia
37958.hospitaltype,Acute Care HospitaXX,Acute Care Hospitals
24498.measurename,Heart Failure Patients Given ACX InhibXtor or ARB for Left Ventricular Systolic Dysfunction (LVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
33555.stateavg,INXSCIP-INF-X,IN_SCIP-INF-2
11650.city,XTXNFORD,STANFORD
9462.stateavg,CX_PX-3B,CA_PN-3B
14139.measurename,Heart Attack Patients Given ACE Inhibitor or AXB for LefX Ventricular Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
9249.measurename,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after cXrtain Xypes of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
21972.condition,Surgical InXection PrXvention,Surgical Infection Prevention
3539.address1,2200 SHOW XOW LAKX ROAD,2200 SHOW LOW LAKE ROAD
8343.city,ESXONDXDO,ESCONDIDO
16555.measurename,PXeumonia Patients Assessed and Given Influenza VXccination,Pneumonia Patients Assessed and Given Influenza Vaccination
41269.stateavg,KY_SCIPXCAXD-2,KY_SCIP-CARD-2
34884.address1,7X1 10TH STXEET SE,701 10TH STREET SE
20529.hospitaltype,AcuteXCareXHospitals,Acute Care Hospitals
6319.city,XEXER SPRINGS,HEBER SPRINGS
13861.city,LONG XXACH,LONG BEACH
21910.address1,10101 XOREST HILL BLXD,10101 FOREST HILL BLVD
40069.city,EXIZABXTHTOWN,ELIZABETHTOWN
43729.stateavg,LAXPNX7,LA_PN-7
12035.measurename,Pneumonia Patients Whose Initial EXergency Room Blood Culture Was Performed Prior To The AdministratXon Of The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
38164.stateavg,KS_SCIX-CAXD-2,KS_SCIP-CARD-2
35967.address1,120X 21ST AVENXE,1202 21ST AVENUE
25529.measurename,all heart surgery Xatients whose blood sugar (Xlood glucose) is kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
5449.hospitaltype,Acute Xare HoXpitals,Acute Care Hospitals
21334.city,PORT XHAXLOTTE,PORT CHARLOTTE
32891.condition,Heart FXiXure,Heart Failure
2085.address1,7X1 XERBY DRIVE,751 DERBY DRIVE
41228.condition,Xeart AtXack,Heart Attack
9760.stateavg,XA_XF-4,CA_HF-4
1907.address1,XX024 HIGHWAY 195 E,42024 HIGHWAY 195 E
5755.city,MURFREXSBORX,MURFREESBORO
9967.measurename,surgery patieXts who were taking heart drugs called beta blockers before coming to the hospital&#54; who wXre kept on the beta blockers during the period just before and after their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
2879.measurename,Pneumonia XatientsXGiven Smoking Cessation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
8560.address1,4002 VXSTX WAY,4002 VISTA WAY
42469.city,MORGXN CITX,MORGAN CITY
8181.condition,HearX AtXack,Heart Attack
15760.stateavg,CO_XNX4,CO_PN-4
8393.city,MANXXCA,MANTECA
33548.hospitaltype,XXute Care Hospitals,Acute Care Hospitals
35485.address1,X111 11TH SXREET,1111 11TH STREET
41098.address1,X530 LONE OXK ROAD,1530 LONE OAK ROAD
1883.condition,HXart FailXre,Heart Failure
24854.city,XOUGLXSVILLE,DOUGLASVILLE
17262.city,XOCXVILLE,ROCKVILLE
9478.hospitaltype,Acute Xare HXspitals,Acute Care Hospitals
8876.hospitaltype,AcuteXXare Hospitals,Acute Care Hospitals
36675.address1,404 JEFXERXON STREET,404 JEFFERSON STREET
10029.hospitaltype,AXute Care HospitalX,Acute Care Hospitals
35523.hospitaltype,CXitical AcceXs Hospitals,Critical Access Hospitals
1943.stateavg,XL_SCIP-IXF-1,AL_SCIP-INF-1
11253.hospitaltype,AXute Care HospitXls,Acute Care Hospitals
43097.condition,PneumonXX,Pneumonia
33810.address1,1X06 E NAXIONAL AVE,1206 E NATIONAL AVE
47201.address1,330 MOUNT AUBURNXSTRXET,330 MOUNT AUBURN STREET
49697.condition,XXeumonia,Pneumonia
4657.stateavg,AZ_XMIX8A,AZ_AMI-8A
47509.hospitaltype,AcuXe Xare Hospitals,Acute Care Hospitals
31448.address1,3500 X LAFOUNTAIN SX,3500 S LAFOUNTAIN ST
38846.city,HOISXNGTOX,HOISINGTON
30004.measurename,Heart Failure PatientX Given Smoking Cessation Advice/CounseliXg,Heart Failure Patients Given Smoking Cessation Advice/Counseling
21413.stateavg,FLXSCIP-INF-X,FL_SCIP-INF-4
22975.measurename,Pneumonia Patients AXsessed and GXven Influenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
24315.hospitaltype,Xcute Xare Hospitals,Acute Care Hospitals
31634.measurename,surgery patients Xho were given an antibiotic at the right time (within one hour bXfore surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
3246.city,XHOENXX,PHOENIX
37541.address1,5500 EX KELLOX,5500 E. KELLOG
36046.measurename,surgery XatieXts who were given the  right kind  of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
26557.stateavg,ID_HFXX,ID_HF-1
48247.measurename,surgery patients who were given an antibiotic at the right time (within one hXur before surgery) to heXp prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
20455.address1,6200 SWX73RD SX,6200 SW 73RD ST
33095.condition,PXeumXnia,Pneumonia
8849.measurename,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after cXrtain types ofXsurgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
28619.measurename,Pneumonia Patients Whose Initial Emergency Room Blood Culture WXs Performed Prior To The Administration Xf The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
30639.stateavg,ILXHFX4,IL_HF-4
33797.city,BXAXIL,BRAZIL
20714.stateavg,XL_HX-2,FL_HF-2
4937.measurename,HearX Failure Patients Given an Evaluation of Left VentricXlar Systolic (LVS) Function,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
7333.hospitaltype,Acute CarX HXspitals,Acute Care Hospitals
33227.condition,SurgicaX InfectioX Prevention,Surgical Infection Prevention
41717.condition,HXarX Attack,Heart Attack
22505.condition,HXart Xttack,Heart Attack
24031.measurename,Heart XttaXk Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
23795.address1,5665 PEACHTXEE DUNWXODY ROAD,5665 PEACHTREE DUNWOODY ROAD
17946.condition,Surgical InfecXion PreventXon,Surgical Infection Prevention
4855.city,SPRINGERVIXXE,SPRINGERVILLE
38652.city,HOXTOX,HOLTON
47130.measurename,all heart surgery patients whose blood sugar (blood glucose) is kept unXer good control in the days riXht after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
17081.condition,HeXrt FaiXure,Heart Failure
46140.measurename,surgery patients whose preventive antibiotics were stopped at the right timeX(withiX 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
39031.hospitaltype,Acute Care HosXitaXs,Acute Care Hospitals
23053.condition,XuXgical Infection Prevention,Surgical Infection Prevention
3679.condition,PneumoXXa,Pneumonia
16996.city,XURXRA,AURORA
17016.address1,1450 CHXPEL XT,1450 CHAPEL ST
13763.stateavg,CX_SCIX-VTE-2,CA_SCIP-VTE-2
43545.stateavg,LA_HX-X,LA_HF-4
19938.address1,700XWEST OAK STRXET,700 WEST OAK STREET
41467.condition,HeaXt FailXre,Heart Failure
40746.measurename,Xeart Attack PatXents Given Aspirin at Arrival,Heart Attack Patients Given Aspirin at Arrival
38885.measurename,Heart Failure Patients Xiven Smoking Cessation Advice/CoXnseling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
44695.condition,Surgical InfectiXn PrevXntion,Surgical Infection Prevention
15602.measurename,Heart Attack Patients Given FibXinolytic Medication Within 30 MinutXs Of Arrival,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
127.condition,HXart FailXre,Heart Failure
9836.hospitaltype,AcuXe Xare Hospitals,Acute Care Hospitals
24699.condition,Heart FailXrX,Heart Failure
46689.hospitaltype,AcXte Care HosXitals,Acute Care Hospitals
39910.stateavg,KY_SCIPXXNF-1,KY_SCIP-INF-1
39145.stateavg,XS_HFX2,KS_HF-2
41304.address1,2XX KINGS DAUGHTERS DRIVE,299 KINGS DAUGHTERS DRIVE
2786.stateavg,AK_SCIP-INXX3,AK_SCIP-INF-3
39286.city,XASHINXTON,WASHINGTON
11326.city,XXNTURA,VENTURA
16305.stateavg,CX_PX-7,CO_PN-7
15775.measurename,Heart Attack PXtients Given Smoking Cessation Advice/CXunseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
14437.city,SHXRMANXOAKS,SHERMAN OAKS
3476.hospitaltype,Acute Xare HospitalX,Acute Care Hospitals
43624.measurename,Pneumonia Patients Assessed and Given XneumococcXl Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
22119.hospitaltype,Acute Care HospXtalX,Acute Care Hospitals
26078.hospitaltype,Acute Care HoXpitaXs,Acute Care Hospitals
31070.address1,11 EAST PXXASANT AVENUE,11 EAST PLEASANT AVENUE
7521.stateavg,CX_AMI-X,CA_AMI-1
40509.measurename,Heart Attack Patients Given Aspirin Xt ArriXal,Heart Attack Patients Given Aspirin at Arrival
8833.city,LOS XNGXLES,LOS ANGELES
12657.hospitaltype,AcuteXCaXe Hospitals,Acute Care Hospitals
18329.condition,Heart FaXluXe,Heart Failure
43427.stateavg,LA_SCIP-IXFX4,LA_SCIP-INF-4
13769.city,BAXDWXN PARK,BALDWIN PARK
33988.city,PRINCEXOX,PRINCETON
13856.stateavg,CA_XCIPXCARD-2,CA_SCIP-CARD-2
1307.condition,SuXgical Infection PrevenXion,Surgical Infection Prevention
34670.stateavg,IAXAMX-7A,IA_AMI-7A
40954.city,LOUISXXLLE,LOUISVILLE
35675.stateavg,IX_SCIP-XTE-1,IA_SCIP-VTE-1
35382.stateavg,XAXPN-2,IA_PN-2
25895.measurename,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of TXe First HospiXal Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
2391.condition,XneumoniX,Pneumonia
28849.measurename,Pneumonia Patients GXven Smoking Cessation Xdvice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
35004.city,DESXMOINXS,DES MOINES
40479.address1,911 BYPAXX ROAD,911 BYPASS ROAD
38672.city,HOXTOX,HOLTON
26859.city,XLTOX,ALTON
33810.hospitaltype,CriXical Access HospitalX,Critical Access Hospitals
2944.hospitaltype,Xcute Care HospXtals,Acute Care Hospitals
43369.measurename,Pneumonia Patients GivenXSmoking CesXation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
1881.city,MONROXVIXLE,MONROEVILLE
9085.hospitaltype,AXute Care HospXtals,Acute Care Hospitals
3282.stateavg,AXXAMI-5,AZ_AMI-5
32305.stateavg,IN_XX-2,IN_PN-2
22628.hospitaltype,Acute CareXHospiXals,Acute Care Hospitals
43514.stateavg,LA_AMXX5,LA_AMI-5
16277.city,DXNVEX,DENVER
13592.city,PANORAMA XIXY,PANORAMA CITY
47660.stateavg,XA_XN-5C,MA_PN-5C
12630.condition,HearXXAttack,Heart Attack
5757.city,MUXFRXESBORO,MURFREESBORO
26122.condition,XXart Failure,Heart Failure
38055.address1,12300 MEXCALF AVEXUE,12300 METCALF AVENUE
26471.condition,XXrgical Infection Prevention,Surgical Infection Prevention
16635.condition,Surgical InfXction PrevenXion,Surgical Infection Prevention
36042.address1,312  9TX XTREET SW,312  9TH STREET SW
33909.address1,416 X MAUMEX ST,416 E MAUMEE ST
12681.stateavg,CA_XXI-3,CA_AMI-3
2802.measurename,Pneumonia Patients Assessed and Given XneumocoXcal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
1086.condition,HXart AttXck,Heart Attack
42343.condition,Heart AXXack,Heart Attack
43241.measurename,HearX FaiXure Patients Given Smoking Cessation Advice/Counseling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
21990.hospitaltype,AcuXe CarX Hospitals,Acute Care Hospitals
23611.address1,1X01XWATSON BOULEVARD,1601 WATSON BOULEVARD
21789.address1,3231 MCMUXLEN BOOTHXRD,3231 MCMULLEN BOOTH RD
47495.city,PXLMXR,PALMER
46313.hospitaltype,AcuteXCare HospiXals,Acute Care Hospitals
43183.stateavg,LA_AMX-X,LA_AMI-3
155.measurename,Heart Failure Patients Given SXokingXCessation Advice/Counseling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
9824.city,XXLTON,COLTON
15434.measurename,Pneumonia PatientsXGiven the Most ApXropriate Initial Antibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
862.measurename,Heart FaiXure Patients Given ACE Inhibitor or ARB for Left Ventricular SystoliX Dysfunction (LVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
47942.hospitaltype,Acute Care HXXpitals,Acute Care Hospitals
22020.stateavg,FX_SCIP-INF-X,FL_SCIP-INF-3
4548.address1,3601XSOUTH XIXTH AVENUE,3601 SOUTH SIXTH AVENUE
8273.city,LOSXXNGELES,LOS ANGELES
15230.stateavg,CAXSXIP-INF-3,CA_SCIP-INF-3
32846.measurename,Pneumonia Patients GivXn Smoking Cessation Advice/CXunseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
43922.city,XOVIXGTON,COVINGTON
15297.city,GXXELEY,GREELEY
35689.address1,610 XEXTH STREET,610 TENTH STREET
49529.stateavg,MIXSCIP-IXF-2,MI_SCIP-INF-2
21432.address1,44X W 23RX ST,449 W 23RD ST
16209.hospitaltype,Acute Care HosXitalX,Acute Care Hospitals
1931.condition,Heart AttXXk,Heart Attack
44131.stateavg,LX_PX-4,LA_PN-4
14886.measurename,Heart Failure PatienXs GXven Discharge Instructions,Heart Failure Patients Given Discharge Instructions
5151.address1,EAXT MAIN AND SOUTH 20XH STREETS,EAST MAIN AND SOUTH 20TH STREETS
21027.stateavg,FL_XCIP-XNF-1,FL_SCIP-INF-1
3709.stateavg,AZ_SXIP-INFX1,AZ_SCIP-INF-1
5264.measurename,Heart FaXlure PatientsXGiven Discharge Instructions,Heart Failure Patients Given Discharge Instructions
10990.hospitaltype,Acute CareXHosXitals,Acute Care Hospitals
19795.hospitaltype,Acute Care HospitaXX,Acute Care Hospitals
28158.hospitaltype,AcutX Care Xospitals,Acute Care Hospitals
47452.condition,HeartXAXtack,Heart Attack
13046.stateavg,CA_PNXXC,CA_PN-5C
18970.hospitaltype,AXute CaXe Hospitals,Acute Care Hospitals
33543.city,INDIANAXOLIX,INDIANAPOLIS
20184.condition,PnXuXonia,Pneumonia
6365.condition,Surgical Infection PreXXntion,Surgical Infection Prevention
48391.stateavg,MX_AMI-X,MA_AMI-5
9593.condition,SXrgical InfectioX Prevention,Surgical Infection Prevention
28049.city,MAXIOX,MARION
27691.city,JXRSEXVILLE,JERSEYVILLE
40521.stateavg,KYXXN-3B,KY_PN-3B
10982.city,SANTX BARBXRA,SANTA BARBARA
14710.stateavg,XA_AMI-XA,CA_AMI-8A
40632.condition,Surgical Infection XreventiXn,Surgical Infection Prevention
13323.condition,PneXXonia,Pneumonia
3140.stateavg,CA_XCIP-INX-4,CA_SCIP-INF-4
4629.measurename,Heart Attack Patients GivenXSmokingXCessation Advice/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
29767.measurename,HeXrt Attack Patients Given PCI Within 90 Xinutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
13595.condition,Xeart AttaXk,Heart Attack
43004.measurename,Heart Attack PaXients Given Beta Blocker at DiXcharge,Heart Attack Patients Given Beta Blocker at Discharge
19059.condition,PneumXnXa,Pneumonia
4858.measurename,Heart FaXlXre Patients Given Discharge Instructions,Heart Failure Patients Given Discharge Instructions
23187.address1,6X7 CHURCH STREXT,677 CHURCH STREET
41611.hospitaltype,CritXcal AccXss Hospitals,Critical Access Hospitals
15518.condition,SurXical Infection PrXvention,Surgical Infection Prevention
49029.stateavg,MX_PNX2,MI_PN-2
1276.address1,8X0 W WASHINGTONXST,820 W WASHINGTON ST
6889.measurename,surgery patients who were taking heart drugs called beta bXockers before coming to the hospital&#54; who were kept on the beta blockers Xuring the period just before and after their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
18955.hospitaltype,Xcute CarX Hospitals,Acute Care Hospitals
17094.condition,SurgiXalXInfection Prevention,Surgical Infection Prevention
4228.address1,2800XEAST AJOXWAY,2800 EAST AJO WAY
31780.condition,PneuXoXia,Pneumonia
49165.city,CHEXOYGAX,CHEBOYGAN
